Año,Tipo de Institución,Institución,Unidad Académica,Carrera,Título,Gestión,Nivel de la Oferta,Total de Estudiantes,Estudiantes Varones,Estudiantes Mujeres,Total de Nuevos Inscriptos,Nuevos Inscriptos Varones,Nuevas Inscriptas Mujeres,Total de Reinscriptos,Reinscriptos Varones,Reinscriptos Mujeres,Total de Egresados,Egresados Varones,Egresados Mujeres,
2013,Universidad                                       ,Universidad Nacional del Sur,Departamento de Ciencias e Ingeniería de la Computación,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,290,223,67,33,24,9,257,199,58,19,13,6,
2013,Universidad                                       ,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,"2,254","1,915",339,302,260,42,"1,952","1,655",297,33,30,3,
2014,Universidad                                       ,Universidad CAECE,Departamento de Sistemas,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Privada                                           ,Grado               ,1,1,,,,,1,1,,1,1,,
2014,Universidad                                       ,Universidad Nacional de Córdoba,"Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,722,597,125,201,168,33,521,429,92,17,14,3,
2014,Universidad                                       ,Universidad Nacional de Rosario,"Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,373,325,48,125,112,13,248,213,35,12,11,1,
2014,Universidad                                       ,Universidad Nacional de Río Cuarto,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,245,204,41,60,53,7,185,151,34,8,6,2,
2014,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,444,382,62,89,78,11,355,304,51,6,5,1,
2014,Universidad                                       ,Universidad Nacional de San Luis,Facultad de Cs. Físico-Matemáticas y Naturales,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,162,123,39,24,23,1,138,100,38,7,6,1,
2014,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,614,487,127,213,171,42,401,316,85,9,7,2,
2014,Universidad                                       ,Universidad Nacional del Sur,Departamento de Ciencias e Ingeniería de la Computación,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,258,199,59,39,30,9,219,169,50,15,10,5,
2014,Universidad                                       ,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,"2,259","1,882",377,348,266,82,"1,911","1,616",295,32,28,4,
2015,Universidad                                       ,Universidad CAECE,Departamento de Sistemas,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Privada                                           ,Grado               ,1,1,,,,,1,1,,1,1,,
2015,Universidad                                       ,Universidad Nacional de Córdoba,"Facultad de Matemáticas, Astronomía y Física","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,747,615,132,194,152,42,553,463,90,12,11,1,
2015,Universidad                                       ,Universidad Nacional de Rosario,"Facultad de Ciencias Exactas, Ingeniería y Agrimensura","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,369,323,46,85,79,6,284,244,40,7,6,1,
2015,Universidad                                       ,Universidad Nacional de Río Cuarto,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,243,207,36,51,46,5,192,161,31,14,12,2,
2015,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,420,360,60,79,67,12,341,293,48,5,4,1,
2015,Universidad                                       ,Universidad Nacional de San Luis,Facultad de Cs. Físico-Matemáticas y Naturales,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,155,124,31,25,23,2,130,101,29,6,3,3,
2015,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,582,466,116,149,125,24,433,341,92,7,4,3,
2015,Universidad                                       ,Universidad Nacional del Sur,Departamento de Ciencias e Ingeniería de la Computación,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,225,177,48,32,28,4,193,149,44,12,7,5,
2015,Universidad                                       ,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Licenciatura en Ciencias de la Computación,Estatal                                           ,Grado               ,"1,954","1,675",279,332,288,44,"1,622","1,387",235,22,15,7,
2010,Universidad                                       ,Universidad Católica de Salta,Facultad de Ingeniería e Informática,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,2,2,,
2010,Universidad                                       ,Universidad Champagnat,Facultad de Informática,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,2,1,1,
2010,Universidad                                       ,Universidad Nacional de Jujuy,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,554,404,150,178,134,44,376,270,106,18,14,4,
2010,Universidad                                       ,Universidad Nacional de La Plata,Facultad de Informática,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,815,617,198,235,185,50,580,432,148,16,11,5,
2010,Universidad                                       ,Universidad Nacional de Luján,Rectorado,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,5,2,3,
2010,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,25,20,5,,,,25,20,5,16,13,3,
2010,Universidad                                       ,Universidad Nacional de San Luis,Facultad de Cs. Físico-Matemáticas y Naturales,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,12,7,5,
2010,Universidad                                       ,Universidad Nacional de Santiago del Estero,Facultad de Ciencias  Exactas y Tecnológicas,"Computación, Sistemas e Informática",Programador Universitario en Informática,Estatal                                           ,Pregrado            ,392,269,123,129,97,32,263,172,91,2,1,1,
2010,Universidad                                       ,Universidad Nacional de Tucumán,Facultad de Ciencias Exactas y Tecnología,"Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,178,118,60,40,26,14,138,92,46,1,,1,
2010,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingenieria - Sede Puerto Madryn,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,89,77,12,30,23,7,59,54,5,5,3,2,
2010,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Comodoro Rivadavia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,159,113,46,32,25,7,127,88,39,9,6,3,
2010,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Trelew,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,181,136,45,52,42,10,129,94,35,7,6,1,
2010,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Ushuaia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,26,23,3,,,,26,23,3,2,2,,
2010,Universidad                                       ,Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Exactas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,51,48,3,
2010,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ciencias Exactas y Naturales y Agrimensura,"Computación, Sistemas e Informática",Programador Universitario de Aplicaciones,Estatal                                           ,Pregrado            ,,,,,,,,,,48,25,23,
2011,Universidad                                       ,Universidad Católica de Salta,Facultad de Ingeniería,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,9,8,1,
2011,Universidad                                       ,Universidad Champagnat,Facultad de Informática,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,3,3,,
2011,Universidad                                       ,Universidad Nacional de Jujuy,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,574,420,154,182,137,45,392,283,109,38,28,10,
2011,Universidad                                       ,Universidad Nacional de La Matanza,Departamento de Ingeniería e Investigaciones Tecnológicas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,67,57,10,
2011,Universidad                                       ,Universidad Nacional de La Plata,Facultad de Informática,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,968,755,213,283,236,47,685,519,166,26,18,8,
2011,Universidad                                       ,Universidad Nacional de La Rioja,Sede La Rioja,"Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,12,9,3,
2011,Universidad                                       ,Universidad Nacional de Luján,Rectorado,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,12,11,1,
2011,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,11,4,7,,,,11,4,7,5,3,2,
2011,Universidad                                       ,Universidad Nacional de San Luis,Facultad de Cs. Físico-Matemáticas y Naturales,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,9,4,5,
2011,Universidad                                       ,Universidad Nacional de Santiago del Estero,Facultad de Ciencias  Exactas y Tecnológicas,"Computación, Sistemas e Informática",Programador Universitario en Informática,Estatal                                           ,Pregrado            ,353,252,101,98,79,19,255,173,82,12,7,5,
2011,Universidad                                       ,Universidad Nacional de Tucumán,Facultad de Ciencias Exactas y Tecnología,"Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,129,88,41,17,13,4,112,75,37,11,6,5,
2011,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingenieria - Sede Puerto Madryn,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,78,71,7,17,14,3,61,57,4,1,,1,
2011,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Comodoro Rivadavia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,139,96,43,40,24,16,99,72,27,10,7,3,
2011,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Trelew,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,152,119,33,21,18,3,131,101,30,6,4,2,
2011,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Ushuaia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,33,30,3,2,2,,31,28,3,3,3,,
2011,Universidad                                       ,Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Exactas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,59,48,11,
2011,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ciencias Exactas y Naturales y Agrimensura,"Computación, Sistemas e Informática",Programador Universitario de Aplicaciones,Estatal                                           ,Pregrado            ,,,,,,,,,,45,26,19,
2011,Universidad                                       ,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ingeniería,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,7,7,,
2012,Universidad                                       ,Universidad Católica de Salta,Facultad de Ingeniería,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,4,,4,
2012,Universidad                                       ,Universidad Nacional José C. Paz,Secretaría Académica,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,236,172,64,236,172,64,,,,,,,
2012,Universidad                                       ,Universidad Nacional de Jujuy,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,575,435,140,149,122,27,426,313,113,16,15,1,
2012,Universidad                                       ,Universidad Nacional de La Matanza,Departamento de Ingeniería e Investigaciones Tecnológicas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,65,59,6,
2012,Universidad                                       ,Universidad Nacional de La Plata,Facultad de Informática,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,964,783,181,320,267,53,644,516,128,54,44,10,
2012,Universidad                                       ,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,1,1,,
2012,Universidad                                       ,Universidad Nacional de Luján,Rectorado,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,9,6,3,
2012,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,33,20,13,,,,33,20,13,7,1,6,
2012,Universidad                                       ,Universidad Nacional de San Luis,Facultad de Cs. Físico-Matemáticas y Naturales,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,6,6,,
2012,Universidad                                       ,Universidad Nacional de Santiago del Estero,Facultad de Ciencias  Exactas y Tecnológicas,"Computación, Sistemas e Informática",Programador Universitario en Informática,Estatal                                           ,Pregrado            ,289,205,84,66,58,8,223,147,76,4,1,3,
2012,Universidad                                       ,Universidad Nacional de Tucumán,Facultad de Ciencias Exactas y Tecnología,"Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,136,103,33,23,18,5,113,85,28,1,,1,
2012,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingenieria - Sede Puerto Madryn,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,71,66,5,19,17,2,52,49,3,3,3,,
2012,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Comodoro Rivadavia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,147,104,43,33,24,9,114,80,34,6,4,2,
2012,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Trelew,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,108,88,20,18,16,2,90,72,18,8,6,2,
2012,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Ushuaia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,7,6,1,,,,7,6,1,,,,
2012,Universidad                                       ,Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Exactas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,53,45,8,
2012,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ciencias Exactas y Naturales y Agrimensura,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,1,1,,
2012,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ciencias Exactas y Naturales y Agrimensura,"Computación, Sistemas e Informática",Programador Universitario de Aplicaciones,Estatal                                           ,Pregrado            ,,,,,,,,,,45,30,15,
2012,Universidad                                       ,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ingeniería,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,9,6,3,
2013,Universidad                                       ,Universidad Champagnat,Facultad de Informática,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,1,1,,
2013,Universidad                                       ,Universidad Nacional José C. Paz,Secretaría Académica,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,236,172,64,236,172,64,,,,,,,
2013,Universidad                                       ,Universidad Nacional de Jujuy,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,603,460,143,122,95,27,481,365,116,24,16,8,
2013,Universidad                                       ,Universidad Nacional de La Matanza,Departamento de Ingeniería e Investigaciones Tecnológicas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,44,39,5,
2013,Universidad                                       ,Universidad Nacional de La Plata,Facultad de Informática,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,"1,036",839,197,263,218,45,773,621,152,57,45,12,
2013,Universidad                                       ,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,2,2,,
2013,Universidad                                       ,Universidad Nacional de Luján,Rectorado,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,15,14,1,
2013,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,20,14,6,,,,20,14,6,3,2,1,
2013,Universidad                                       ,Universidad Nacional de San Luis,Facultad de Cs. Físico-Matemáticas y Naturales,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,9,4,5,
2013,Universidad                                       ,Universidad Nacional de Santiago del Estero,Facultad de Ciencias  Exactas y Tecnológicas,"Computación, Sistemas e Informática",Programador Universitario en Informática,Estatal                                           ,Pregrado            ,312,232,80,99,80,19,213,152,61,7,4,3,
2013,Universidad                                       ,Universidad Nacional de Tucumán,Facultad de Ciencias Exactas y Tecnología,"Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,159,120,39,31,24,7,128,96,32,4,3,1,
2013,Universidad                                       ,Universidad Nacional de Villa Mercedes,Escuela de Ingenieria,"Computación, Sistemas e Informática",Programador Universitario de Sistemas,Estatal                                           ,Pregrado            ,31,25,6,31,25,6,,,,,,,
2013,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingenieria - Sede Puerto Madryn,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,68,65,3,18,18,,50,47,3,,,,
2013,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Comodoro Rivadavia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,152,115,37,39,34,5,113,81,32,6,5,1,
2013,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Trelew,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,128,102,26,25,21,4,103,81,22,9,7,2,
2013,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Ushuaia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,14,12,2,,,,14,12,2,2,1,1,
2013,Universidad                                       ,Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Exactas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,70,61,9,
2013,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ciencias Exactas y Naturales y Agrimensura,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,6,5,1,
2013,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ciencias Exactas y Naturales y Agrimensura,"Computación, Sistemas e Informática",Programador Universitario de Aplicaciones,Estatal                                           ,Pregrado            ,,,,,,,,,,42,31,11,
2014,Universidad                                       ,Universidad Católica de Salta,Facultad de Ingeniería,"Computación, Sistemas e Informática",Programador Universitario,Privada                                           ,Pregrado            ,,,,,,,,,,1,1,,
2014,Universidad                                       ,Universidad Nacional José C. Paz,"Departamento de Economía, Producción e Innovación Tecnológica","Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,90,74,16,41,34,7,49,40,9,1,1,,
2014,Universidad                                       ,Universidad Nacional de Jujuy,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,565,436,129,127,99,28,438,337,101,28,17,11,
2014,Universidad                                       ,Universidad Nacional de La Matanza,Departamento de Ingeniería e Investigaciones Tecnológicas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,38,36,2,
2014,Universidad                                       ,Universidad Nacional de La Plata,Facultad de Informática,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,"1,063",856,207,257,204,53,806,652,154,83,73,10,
2014,Universidad                                       ,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,10,9,1,
2014,Universidad                                       ,Universidad Nacional de Luján,Rectorado,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,5,4,1,
2014,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,8,5,3,,,,8,5,3,,,,
2014,Universidad                                       ,Universidad Nacional de San Luis,Facultad de Cs. Físico-Matemáticas y Naturales,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,12,9,3,
2014,Universidad                                       ,Universidad Nacional de Santiago del Estero,Facultad de Ciencias  Exactas y Tecnológicas,"Computación, Sistemas e Informática",Programador Universitario en Informática,Estatal                                           ,Pregrado            ,275,205,70,79,60,19,196,145,51,3,3,,
2014,Universidad                                       ,Universidad Nacional de Tucumán,Facultad de Ciencias Exactas y Tecnología,"Computación, Sistemas e Informática",Programador Universitario,Estatal                                           ,Pregrado            ,154,124,30,30,21,9,124,103,21,1,1,,
2014,Universidad                                       ,Universidad Nacional de Villa Mercedes,Escuela de Ingenieria,"Computación, Sistemas e Informática",Programador Universitario de Sistemas,Estatal                                           ,Pregrado            ,31,25,6,31,25,6,,,,,,,
2014,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingenieria - Sede Puerto Madryn,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,60,56,4,9,7,2,51,49,2,5,4,1,
2014,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Comodoro Rivadavia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,134,105,29,34,32,2,100,73,27,13,9,4,
2014,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Trelew,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,126,103,23,44,37,7,82,66,16,10,7,3,
2014,Universidad                                       ,Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ingeniería - Sede Ushuaia,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,5,4,1,,,,5,4,1,3,2,1,
2014,Universidad                                       ,Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Exactas,"Computación, Sistemas e Informática",Analista Programador Universitario,Estatal                                           ,Pregrado            ,,,,,,,,,,75,63,12,
