,Total de Egresados,Nivel de la Oferta,Carrera,Reinscriptos Mujeres,Nuevos Inscriptos Varones,Estudiantes Mujeres,Total de Estudiantes,Gestión,Total de Nuevos Inscriptos,Tipo de Institución,Estudiantes Varones,Egresados Varones,Unidad Académica,Egresados Mujeres,Total de Reinscriptos,Año,Institución,Nuevas Inscriptas Mujeres,Título,Reinscriptos Varones
,,Grado               ,"Computación, Sistemas e Informática",3,,3,49,Privada                                           ,,Universidad                                       ,46,,Facultad de Ciencias Económicas San Francisco,,49,2011,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,,Licenciatura en Sistemas y Computación,46
,17,Grado               ,"Computación, Sistemas e Informática",7,6,8,57,Privada                                           ,7,Universidad                                       ,49,13,Facultad de Química e Ingeniería Fray Rogelio Bacon,4,50,2011,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,1,Licenciatura en Sistemas y Computación,43
,3,Grado               ,"Computación, Sistemas e Informática",151,76,160,"1,026",Privada                                           ,85,Universidad                                       ,866,3,Escuela de Sistemas,,941,2011,Universidad Argentina John F. Kennedy,9,Licenciatura en Sistemas,790
,21,Grado               ,"Computación, Sistemas e Informática",120,,120,433,Estatal                                           ,,Universidad                                       ,313,8,Facultad de Ciencia y Tecnología,13,433,2011,Universidad Autónoma de Entre Ríos,,Licenciatura en Sistemas Informáticos,313
,77,Grado               ,"Computación, Sistemas e Informática",75,96,93,541,Privada                                           ,114,Universidad                                       ,448,61,Departamento de Sistemas,16,427,2011,Universidad CAECE,18,Licenciatura en Sistemas,352
,7,Grado               ,"Computación, Sistemas e Informática",12,1,12,58,Privada                                           ,1,Universidad                                       ,46,3,Departamento de Sistemas - Sede Mar del Plata,4,57,2011,Universidad CAECE,,Licenciatura en Sistemas,45
,2,Grado               ,"Computación, Sistemas e Informática",101,26,113,387,Estatal                                           ,38,Universidad                                       ,274,2,Escuela de Tecnología de la Información y las Comunicaciones,,349,2011,Universidad Nacional de Chilecito,12,Licenciatura en Sistemas,248
,11,Grado               ,"Computación, Sistemas e Informática",58,42,67,238,Estatal                                           ,51,Universidad                                       ,171,8,Facultad de Ciencias de la Administración,3,187,2011,Universidad Nacional de Entre Ríos,9,Licenciatura en Sistemas,129
,29,Grado               ,"Computación, Sistemas e Informática",12,,12,29,Estatal                                           ,,Universidad                                       ,17,17,"Facultad de Administración, Economía y Negocios",12,29,2011,Universidad Nacional de Formosa,,Licenciatura en Sistemas - Ciclo de Licenciatura,17
,,Grado               ,"Computación, Sistemas e Informática",105,53,123,362,Estatal                                           ,71,Universidad                                       ,239,,Facultad de Ingeniería,,291,2011,Universidad Nacional de Jujuy,18,Licenciatura en Sistemas,186
,21,Grado               ,"Computación, Sistemas e Informática",333,235,369,"1,850",Estatal                                           ,271,Universidad                                       ,"1,481",15,Facultad de Informática,6,"1,579",2011,Universidad Nacional de La Plata,36,Licenciatura en Sistemas,"1,246"
,3,Grado               ,"Computación, Sistemas e Informática",45,,46,155,Estatal                                           ,1,Universidad                                       ,109,2,Sede Chamical,1,154,2011,Universidad Nacional de La Rioja,1,Licenciatura en Sistemas,109
,12,Grado               ,"Computación, Sistemas e Informática",174,,174,727,Estatal                                           ,,Universidad                                       ,553,10,Sede La Rioja,2,727,2011,Universidad Nacional de La Rioja,,Licenciatura en Sistemas,553
,,Grado               ,"Computación, Sistemas e Informática",34,153,59,402,Estatal                                           ,178,Universidad                                       ,343,,Departamento de Desarrollo Productivo y Trabajo,,224,2011,Universidad Nacional de Lanús,25,Licenciatura en Sistemas,190
,,Grado               ,"Computación, Sistemas e Informática",23,33,30,136,Estatal                                           ,40,Universidad                                       ,106,,Sede Atlántida,,96,2011,Universidad Nacional de Río Negro,7,Licenciatura en Sistemas,73
,1,Grado               ,"Computación, Sistemas e Informática",13,8,17,42,Estatal                                           ,12,Universidad                                       ,25,,UNIDAD ACADEMICA RIO GALLEGOS,1,30,2011,Universidad Nacional de la Patagonia Austral,4,Licenciatura en Sistemas,17
,,Grado               ,"Computación, Sistemas e Informática",4,39,18,89,Estatal                                           ,53,Universidad                                       ,71,,Facultad de Ingeniería - Sede Trelew,,36,2011,Universidad Nacional de la Patagonia San Juan Bosco,14,Licenciatura en Sistemas,32
,,Grado               ,"Computación, Sistemas e Informática",,18,3,30,Estatal                                           ,21,Universidad                                       ,27,,Facultad de Ingeniería - Sede Ushuaia,,9,2011,Universidad Nacional de la Patagonia San Juan Bosco,3,Licenciatura en Sistemas (orientación Calidad de Software),9
,4,Grado               ,"Computación, Sistemas e Informática",101,,101,205,Estatal                                           ,,Universidad                                       ,104,2,Facultad de Ciencias Exactas y Naturales y Agrimensura,2,205,2011,Universidad Nacional del Nordeste,,Licenciatura en Sistemas,104
,3,Grado               ,"Computación, Sistemas e Informática",50,69,61,284,Estatal                                           ,80,Universidad                                       ,223,2,Escuela de Tecnología,1,204,2011,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,11,Licenciatura en Sistemas,154
,1,Grado               ,"Computación, Sistemas e Informática",5,,5,40,Privada                                           ,,Universidad                                       ,35,1,Facultad de Ingeniería,,40,2011,Universidad de Mendoza,,Licenciatura en Sistemas,35
,,Grado               ,"Computación, Sistemas e Informática",1,,1,11,Privada                                           ,,Universidad                                       ,10,,Subsede San Rafael,,11,2011,Universidad de Mendoza,,Licenciatura en Sistemas,10
,12,Grado               ,"Computación, Sistemas e Informática",31,30,35,186,Privada                                           ,34,Universidad                                       ,151,11,"Facultad de Informática, Ciencias de la Comunicación y Técnicas Especiales",1,152,2011,Universidad de Morón,4,Licenciatura en Sistemas,121
,3,Grado               ,"Computación, Sistemas e Informática",14,,14,86,Privada                                           ,,Universidad                                       ,72,2,Facultad de Ingeniería,1,86,2011,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,,Licenciatura en Sistemas,72
,11,Grado               ,"Computación, Sistemas e Informática",,10,1,25,Privada                                           ,11,Universidad                                       ,24,10,Facultad de Ciencias Económicas y Jurídicas,1,14,2012,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,1,Licenciatura en Sistemas y Computación,14
,15,Grado               ,"Computación, Sistemas e Informática",5,4,8,54,Privada                                           ,7,Universidad                                       ,46,11,Facultad de Química e Ingeniería Fray Rogelio Bacon,4,47,2012,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,3,Licenciatura en Sistemas y Computación,42
,23,Grado               ,"Computación, Sistemas e Informática",124,48,125,814,Privada                                           ,49,Universidad                                       ,689,16,Escuela de Sistemas,7,765,2012,Universidad Argentina John F. Kennedy,1,Licenciatura en Sistemas,641
